[-0.5198358487585446,0.0] [2] [-0.5188640701104285,0.000971778648116115]
[-0.4682071022135675,-0.02959794713993622] [0] [-0.49921857755045984,-0.031011475336892348]
[-0.49921857755045984,-0.031011475336892348] [0] [-0.5314127413875577,-0.032194163837097806]
[-0.5314127413875577,-0.032194163837097806] [0] [-0.5645483058485266,-0.03313556446096892]
[-0.5645483058485266,-0.03313556446096892] [0] [-0.5983775207513423,-0.03382921490281576]
[-0.5983775207513423,-0.03382921490281576] [0] [-0.6326505874559885,-0.03427306670464611]
[-0.6326505874559885,-0.03427306670464611] [0] [-0.6671202775540759,-0.034469690098087404]
[-0.6671202775540759,-0.034469690098087404] [0] [-0.7015465080209647,-0.03442623046688891]
[-0.7015465080209647,-0.03442623046688891] [0] [-0.7357006246443103,-0.034154116623345554]
[-0.7357006246443103,-0.034154116623345554] [0] [-0.7693691710986937,-0.03366854645438342]
[-0.7693691710986937,-0.03366854645438342] [0] [-0.802356967872234,-0.03298779677354024]
[-0.802356967872234,-0.03298779677354024] [0] [-0.8344893862035782,-0.032132418331344184]
[-0.8344893862035782,-0.032132418331344184] [0] [-0.8656137685609642,-0.031124382357386012]
[-0.8656137685609642,-0.031124382357386012] [0] [-0.8956000104931323,-0.02998624193216811]
[-0.8956000104931323,-0.02998624193216811] [0] [-0.9243403720662254,-0.028740361573093152]
[-0.9243403720662254,-0.028740361573093152] [0] [-0.9517486262684577,-0.027408254202232207]
[-0.9517486262684577,-0.027408254202232207] [0] [-0.9777586751539702,-0.02601004888551251]
[-0.9777586751539702,-0.02601004888551251] [0] [-1.002322772928614,-0.0245640977746437]
[-1.002322772928614,-0.0245640977746437] [0] [-1.0254094911478107,-0.023086718219196743]
[-1.0254094911478107,-0.023086718219196743] [0] [-1.0470015480608723,-0.021592056913061573]
[-1.0470015480608723,-0.021592056913061573] [0] [-1.0670936054061277,-0.02009205734525539]
[-1.0670936054061277,-0.02009205734525539] [0] [-1.0856901147753348,-0.01859650936920719]
[-1.0856901147753348,-0.01859650936920719] [0] [-1.102803274500678,-0.01711315972534308]
[-1.102803274500678,-0.01711315972534308] [0] [-1.1184511385948013,-0.01564786409412322]
[-1.1184511385948013,-0.01564786409412322] [0] [-1.1326559026085201,-0.014204764013718854]
[-1.1326559026085201,-0.014204764013718854] [2] [-1.1434423777975788,-0.01078647518905872]
[-1.1434423777975788,-0.01078647518905872] [0] [-1.1528323405206404,-0.009389962723061557]
[-1.1528323405206404,-0.009389962723061557] [0] [-1.160846791617155,-0.008014451096514512]
[-1.160846791617155,-0.008014451096514512] [0] [-1.1675051472401985,-0.006658355623043609]
[-1.1675051472401985,-0.006658355623043609] [0] [-1.1728245744863246,-0.005319427246126057]
[-1.1728245744863246,-0.005319427246126057] [2] [-1.1748194592528618,-0.0019948847665371447]
[-1.1748194592528618,-0.0019948847665371447] [2] [-1.1734953493493765,0.0013241099034853494]
[-1.1734953493493765,0.0013241099034853494] [1] [-1.169848553122067,0.0036467962273094307]
[-1.169848553122067,0.0036467962273094307] [1] [-1.1638690928535627,0.005979460268504358]
[-1.1638690928535627,0.005979460268504358] [2] [-1.1545412133403672,0.009327879513195518]
[-1.1545412133403672,0.009327879513195518] [2] [-1.1418418473762901,0.012699365964077015]
[-1.1418418473762901,0.012699365964077015] [2] [-1.125742578580856,0.01609926879543416]
[-1.125742578580856,0.01609926879543416] [2] [-1.106212394108431,0.01953018447242493]
[-1.106212394108431,0.01953018447242493] [2] [-1.0832212883561645,0.022991105752266577]
[-1.0832212883561645,0.022991105752266577] [2] [-1.0567447676336923,0.026476520722472287]
[-1.0567447676336923,0.026476520722472287] [2] [-1.0267692722712156,0.02997549536247674]
[-1.0267692722712156,0.02997549536247674] [1] [-0.9942984702285432,0.03247080204267237]
[-0.9942984702285432,0.03247080204267237] [1] [-0.959359083189641,0.034939387038902245]
[-0.959359083189641,0.034939387038902245] [1] [-0.9220059954841363,0.03735308770550469]
[-0.9220059954841363,0.03735308770550469] [2] [-0.8813271653199026,0.04067883016423372]
[-0.8813271653199026,0.04067883016423372] [1] [-0.8384515218335441,0.04287564348635851]
[-0.8384515218335441,0.04287564348635851] [1] [-0.7935502831067396,0.04490123872680454]
[-0.7935502831067396,0.04490123872680454] [2] [-0.7458385772293966,0.04771170587734299]
[-0.7458385772293966,0.04771170587734299] [2] [-0.6955808432307781,0.05025773399861858]
[-0.6955808432307781,0.05025773399861858] [2] [-0.6430897139773457,0.052491129253432335]
[-0.6430897139773457,0.052491129253432335] [2] [-0.5887214733850009,0.05436824059234475]
[-0.5887214733850009,0.05436824059234475] [2] [-0.5328679136952552,0.055853559689745744]
[-0.5328679136952552,0.055853559689745744] [2] [-0.47594484442866375,0.05692306926659148]
[-0.47594484442866375,0.05692306926659148] [2] [-0.4183779634461105,0.05756688098255325]
[-0.4183779634461105,0.05756688098255325] [2] [-0.36058719807702866,0.05779076536908187]
[-0.36058719807702866,0.05779076536908187] [2] [-0.3029708676626377,0.05761633041439095]
[-0.3029708676626377,0.05761633041439095] [2] [-0.24589104697442385,0.05707982068821384]
[-0.24589104697442385,0.05707982068821384] [2] [-0.18966131511402734,0.05622973186039651]
[-0.18966131511402734,0.05622973186039651] [2] [-0.1345377053440039,0.05512360977002345]
[-0.1345377053440039,0.05512360977002345] [2] [-0.08071321550240579,0.0538244898415981]
[-0.08071321550240579,0.0538244898415981] [2] [-0.02831579354133667,0.05239742196106912]
[-0.02831579354133667,0.05239742196106912] [2] [0.022590643068767506,0.050906436610104175]
[0.022590643068767506,0.050906436610104175] [2] [0.07200281877469718,0.04941217570592967]
[0.07200281877469718,0.04941217570592967] [2] [0.11997309261588857,0.04797027384119138]
[0.11997309261588857,0.04797027384119138] [2] [0.16660355331467233,0.04663046069878377]
[0.16660355331467233,0.04663046069878377] [2] [0.21203983071191201,0.04543627739723969]
[0.21203983071191201,0.04543627739723969] [2] [0.25646509027273506,0.04442525956082303]
[0.25646509027273506,0.04442525956082303] [1] [0.29909452105453427,0.04262943078179919]
[0.29909452105453427,0.04262943078179919] [1] [0.3401646130106125,0.04107009195607822]
[0.3401646130106125,0.04107009195607822] [1] [0.37992734225856645,0.039762729247953925]
[0.37992734225856645,0.039762729247953925] [1] [0.41864559012699737,0.03871824786843092]
[0.41864559012699737,0.03871824786843092] [1] [0.45658963065812963,0.03794404053113225]
[0.45658963065812963,0.03794404053113225] [1] [0.4940344807385456,0.03744485008041597]
[0.4940344807385456,0.03744485008041597] [1] [0.5312578891999314,0.037223408461385846]
[-0.42127099564794657,0.0] [2] [-0.4210264566129962,0.00024453903495038113]
[-0.4210264566129962,0.00024453903495038113] [2] [-0.4205391266399804,0.00048732997301583077]
[-0.4205391266399804,0.00048732997301583077] [1] [-0.4208124882100979,-0.0002733615701175241]
[-0.4208124882100979,-0.0002733615701175241] [2] [-0.4208445880694138,-3.209985931588424e-05]
[-0.4208445880694138,-3.209985931588424e-05] [2] [-0.4206351968208877,0.00020939124852616575]
[-0.4206351968208877,0.00020939124852616575] [0] [-0.4221858107222348,-0.001550613901347118]
[-0.4221858107222348,-0.001550613901347118] [2] [-0.4234853423992388,-0.0012995316770039965]
[-0.4234853423992388,-0.0012995316770039965] [2] [-0.42452448730165854,-0.0010391449024197523]
[-0.42452448730165854,-0.0010391449024197523] [2] [-0.4252957971340027,-0.000771309832344133]
[-0.4252957971340027,-0.000771309832344133] [2] [-0.42579373876161447,-0.0004979416276118105]
[-0.42579373876161447,-0.0004979416276118105] [2] [-0.4260147380390968,-0.00022099927748232275]
[-0.4260147380390968,-0.00022099927748232275] [2] [-0.4259572081515182,5.752988757855022e-05]
[-0.4259572081515182,5.752988757855022e-05] [2] [-0.42562156220447595,0.0003356459470422968]
[-0.42562156220447595,0.0003356459470422968] [2] [-0.42501020994601063,0.0006113522584652879]
[-0.42501020994601063,0.0006113522584652879] [2] [-0.42412753865082425,0.0008826712951863974]
[-0.42412753865082425,0.0008826712951863974] [2] [-0.4229798783445672,0.0011476603062570913]
[-0.4229798783445672,0.0011476603062570913] [2] [-0.42157545169245225,0.0014044266521149478]
[-0.42157545169245225,0.0014044266521149478] [2] [-0.4199243090212946,0.0016511426711576702]
[-0.4199243090212946,0.0016511426711576702] [2] [-0.41803824908624054,0.0018860599350540188]
[-0.41803824908624054,0.0018860599350540188] [2] [-0.4159307263316178,0.0021075227546227134]
[-0.4159307263316178,0.0021075227546227134] [2] [-0.41361674552788097,0.002313980803736876]
[-0.41361674552788097,0.002313980803736876] [2] [-0.41111274479159693,0.0025040007362840486]
[-0.41111274479159693,0.0025040007362840486] [2] [-0.4084364681105945,0.0026762766810024376]
[-0.4084364681105945,0.0026762766810024376] [2] [-0.40560682859937935,0.0028296395112151155]
[-0.40560682859937935,0.0028296395112151155] [2] [-0.4026437637982048,0.002963064801174519]
[-0.4026437637982048,0.002963064801174519] [2] [-0.3995680844003548,0.003075679397850017]
[-0.3995680844003548,0.003075679397850017] [2] [-0.39640131784402693,0.003166766556327885]
[-0.39640131784402693,0.003166766556327885] [2] [-0.3931655482358521,0.003235769608174827]
[-0.3931655482358521,0.003235769608174827] [2] [-0.38988325408122776,0.003282294154624336]
[-0.38988325408122776,0.003282294154624336] [2] [-0.38657714528159304,0.0033061087996347164]
[-0.38657714528159304,0.0033061087996347164] [2] [-0.3832700008205938,0.0033071444609992107]
[-0.3832700008205938,0.0033071444609992107] [2] [-0.37998450850062393,0.0032854923199698836]
[-0.37998450850062393,0.0032854923199698836] [2] [-0.3767431080101368,0.0032414004904871823]
[-0.3767431080101368,0.0032414004904871823] [2] [-0.37356783850281117,0.003175269507325584]
[-0.37356783850281117,0.003175269507325584] [2] [-0.3704801917552148,0.003087646747596361]
[-0.3704801917552148,0.003087646747596361] [2] [-0.36750097184367475,0.0029792199115400283]
[-0.36750097184367475,0.0029792199115400283] [2] [-0.3646501621476758,0.002850809695998908]
[-0.3646501621476758,0.002850809695998908] [2] [-0.3619468003505075,0.0027033617971682867]
[-0.3619468003505075,0.0027033617971682867] [2] [-0.35940886197235206,0.002537938378155453]
[-0.35940886197235206,0.002537938378155453] [2] [-0.3570531528406619,0.0023557091316901415]
[-0.3570531528406619,0.0023557091316901415] [2] [-0.35489521078129727,0.0021579420593646316]
[-0.35489521078129727,0.0021579420593646316] [2] [-0.3529492167047674,0.0019459940765298622]
[-0.3529492167047674,0.0019459940765298622] [2] [-0.35122791516771085,0.001721301537056555]
[-0.35122791516771085,0.001721301537056555] [2] [-0.3497425444124067,0.0014853707553041235]
[-0.3497425444124067,0.0014853707553041235] [2] [-0.3485027758278044,0.001239768584602306]
[-0.3485027758278044,0.001239768584602306] [2] [-0.347516662734661,0.000986113093143446]
[-0.347516662734661,0.000986113093143446] [2] [-0.3467905983744601,0.0007260643602008845]
[-0.3467905983744601,0.0007260643602008845] [2] [-0.3463292829756749,0.00046131539878520246]
[-0.3463292829756749,0.00046131539878520246] [2] [-0.3461356997797624,0.0001935831959124863]
[-0.3461356997797624,0.0001935831959124863] [2] [-0.3462110999305769,-7.540015081451386e-05]
[-0.3462110999305769,-7.540015081451386e-05] [2] [-0.346554996161707,-0.0003438962311300936]
[-0.346554996161707,-0.0003438962311300936] [2] [-0.3471651652532539,-0.0006101690915469543]
[-0.3471651652532539,-0.0006101690915469543] [2] [-0.34803765926921554,-0.000872494015961625]
[-0.34803765926921554,-0.000872494015961625] [2] [-0.34916682562525775,-0.0011291663560421845]
[-0.34916682562525775,-0.0011291663560421845] [2] [-0.35054533607062344,-0.0013785104453656746]
[-0.35054533607062344,-0.0013785104453656746] [2] [-0.3521642246938005,-0.0016188886231770236]
[-0.3521642246938005,-0.0016188886231770236] [2] [-0.35401293507621373,-0.0018487103824132527]
[-0.35401293507621373,-0.0018487103824132527] [2] [-0.3560793767189284,-0.0020664416427146892]
[-0.3560793767189284,-0.0020664416427146892] [2] [-0.35834999085201,-0.0022706141330816154]
[-0.35834999085201,-0.0022706141330816154] [2] [-0.36080982570329095,-0.0024598348512809114]
[-0.36080982570329095,-0.0024598348512809114] [2] [-0.3634426212520817,-0.0026327955487907553]
[-0.3634426212520817,-0.0026327955487907553] [2] [-0.36623090342385395,-0.0027882821717722557]
[-0.36623090342385395,-0.0027882821717722557] [2] [-0.36915608759493157,-0.0029251841710776394]
[-0.36915608759493157,-0.0029251841710776394] [2] [-0.3721985911733695,-0.0030425035784379436]
[-0.3721985911733695,-0.0030425035784379436] [2] [-0.3753379549058362,-0.003139363732466687]
[-0.3753379549058362,-0.003139363732466687] [2] [-0.3785529724334733,-0.0032150175276370744]
[-0.3785529724334733,-0.0032150175276370744] [2] [-0.38182182748596516,-0.0032688550524918782]
[-0.38182182748596516,-0.0032688550524918782] [2] [-0.38512223796640105,-0.0033004104804359126]
[-0.38512223796640105,-0.0033004104804359126] [2] [-0.3884316060441821,-0.0033093680777810403]
[-0.3884316060441821,-0.0033093680777810403] [2] [-0.39172717324350115,-0.0032955671993190683]
[-0.39172717324350115,-0.0032955671993190683] [2] [-0.39498617939495595,-0.003259006151454801]
[-0.39498617939495595,-0.003259006151454801] [2] [-0.39818602421147775,-0.0031998448165218214]
[-0.39818602421147775,-0.0031998448165218214] [2] [-0.40130443016031925,-0.0031184059488414753]
[-0.40130443016031925,-0.0031184059488414753] [2] [-0.40431960523306465,-0.003015175072745405]
[-0.40431960523306465,-0.003015175072745405] [2] [-0.4072104041674995,-0.002890798934434822]
[-0.4072104041674995,-0.002890798934434822] [2] [-0.4099564866499062,-0.002746082482406725]
[-0.4099564866499062,-0.002746082482406725] [2] [-0.4125384710243427,-0.0025819843744365346]
[-0.4125384710243427,-0.0025819843744365346] [2] [-0.41493808205634286,-0.002399611032000162]
[-0.41493808205634286,-0.002399611032000162] [2] [-0.4171382913411982,-0.002200209284855331]
[-0.4171382913411982,-0.002200209284855331] [2] [-0.4191234490099026,-0.001985157668704417]
[-0.4191234490099026,-0.001985157668704417] [2] [-0.4208794054668939,-0.0017559564569912972]
[-0.4208794054668939,-0.0017559564569912972] [0] [-0.4243936219905535,-0.0035142165236596275]
[-0.4243936219905535,-0.0035142165236596275] [2] [-0.4276409418426314,-0.003247319852077891]
[-0.4276409418426314,-0.003247319852077891] [2] [-0.43059804638399957,-0.0029571045413681785]
[-0.43059804638399957,-0.0029571045413681785] [2] [-0.43324364232076057,-0.002645595936760997]
[-0.43324364232076057,-0.002645595936760997] [2] [-0.4355586334736864,-0.002314991152925822]
[-0.4355586334736864,-0.002314991152925822] [2] [-0.4375262753692007,-0.001967641895514275]
[-0.4375262753692007,-0.001967641895514275] [2] [-0.4391323111520178,-0.001606035782817085]
[-0.4391323111520178,-0.001606035782817085] [2] [-0.4403650875294847,-0.0012327763774669367]
[-0.4403650875294847,-0.0012327763774669367] [2] [-0.4412156496709537,-0.0008505621414690202]
[-0.4412156496709537,-0.0008505621414690202] [2] [-0.4416778141987007,-0.00046216452774702635]
[-0.4416778141987007,-0.00046216452774702635] [2] [-0.44174821961787203,-7.040541917130655e-05]
[-0.44174821961787203,-7.040541917130655e-05] [2] [-0.44142635374082523,0.00032186587704679723]
[-0.44142635374082523,0.00032186587704679723] [2] [-0.4407145578662628,0.0007117958745624614]
[-0.4407145578662628,0.0007117958745624614] [2] [-0.4396180076767836,0.0010965501894791684]
[-0.4396180076767836,0.0010965501894791684] [2] [-0.4381446710214156,0.0014733366553680415]
[-0.4381446710214156,0.0014733366553680415] [2] [-0.43630524295392265,0.0018394280674929068]
[-0.43630524295392265,0.0018394280674929068] [2] [-0.4341130586044666,0.0021921843494560702]
[-0.4341130586044666,0.0021921843494560702] [2] [-0.4315839846721,0.002529073932366589]
[-0.4315839846721,0.002529073932366589] [2] [-0.42873629053813633,0.0028476941339637004]
[-0.42873629053813633,0.0028476941339637004] [2] [-0.42559050021401684,0.003145790324119478]
[-0.42559050021401684,0.003145790324119478] [2] [-0.42216922654890704,0.0034212736651097935]
[-0.42216922654890704,0.0034212736651097935] [2] [-0.4184969893276447,0.003672237221262375]
[-0.4184969893276447,0.003672237221262375] [2] [-0.41460001908346106,0.0038969702441835987]
[-0.41460001908346106,0.0038969702441835987] [2] [-0.41050604862589557,0.0040939704575654635]
[-0.41050604862589557,0.0040939704575654635] [2] [-0.406244094435867,0.0042619541900285746]
[-0.406244094435867,0.0042619541900285746] [2] [-0.40184423020031224,0.004399864235554756]
[-0.40184423020031224,0.004399864235554756] [2] [-0.39733735484201355,0.004506875358298681]
[-0.39733735484201355,0.004506875358298681] [2] [-0.39275495744106603,0.0045823974009474916]
[-0.39275495744106603,0.0045823974009474916] [2] [-0.3881288814391815,0.004626076001884529]
[-0.3881288814391815,0.004626076001884529] [2] [-0.3834910904647668,0.004637790974414677]
[-0.3834910904647668,0.004637790974414677] [2] [-0.37887343801557694,0.00461765244918989]
[-0.37887343801557694,0.00461765244918989] [2] [-0.3743074430889819,0.004565994926595036]
[-0.3743074430889819,0.004565994926595036] [2] [-0.3698240736618637,0.004483369427118203]
[-0.3698240736618637,0.004483369427118203] [2] [-0.3654535396991428,0.004370533962720924]
[-0.3654535396991428,0.004370533962720924] [2] [-0.3612250971198066,0.004228442579336177]
[-0.3612250971198066,0.004228442579336177] [2] [-0.35716686388114793,0.004058233238658672]
[-0.35716686388114793,0.004058233238658672] [2] [-0.3533056490655152,0.003861214815632746]
[-0.3533056490655152,0.003861214815632746] [2] [-0.34966679557923946,0.0036388534862757493]
[-0.34966679557923946,0.0036388534862757493] [2] [-0.34627403681025004,0.0033927587689894295]
[-0.34627403681025004,0.0033927587689894295] [2] [-0.34314936734818724,0.003124669462062816]
[-0.34314936734818724,0.003124669462062816] [2] [-0.3403129276563759,0.00283643969181135]
[-0.3403129276563759,0.00283643969181135] [2] [-0.3377829024051785,0.0025300252511974144]
[-0.3377829024051785,0.0025300252511974144] [2] [-0.33557543203565166,0.002207470369526862]
[-0.33557543203565166,0.002207470369526862] [2] [-0.33370453702392333,0.00187089501172832]
[-0.33370453702392333,0.00187089501172832] [2] [-0.3321820542612804,0.001522482762642934]
[-0.3321820542612804,0.001522482762642934] [2] [-0.3310175849518024,0.0011644693094780077]
[-0.3310175849518024,0.0011644693094780077] [2] [-0.33021845345601486,0.0007991314957875287]
[-0.33021845345601486,0.0007991314957875287] [2] [-0.32978967657147085,0.0004287768845440316]
[-0.32978967657147085,0.0004287768845440316] [2] [-0.32973394283411156,5.573373735927919e-05]
[-0.32973394283411156,5.573373735927919e-05] [2] [-0.3300516015413501,-0.00031765870723852747]
[-0.3300516015413501,-0.00031765870723852747] [2] [-0.3307406613318893,-0.0006890597905391768]
[-0.3307406613318893,-0.0006890597905391768] [2] [-0.33179679830059594,-0.0010561369687066768]
[-0.33179679830059594,-0.0010561369687066768] [2] [-0.3332133737712715,-0.0014165754706755576]
[-0.3332133737712715,-0.0014165754706755576] [2] [-0.3349814619878123,-0.0017680882165407635]
[-0.3349814619878123,-0.0017680882165407635] [2] [-0.33708988810719154,-0.0021084261193792374]
[-0.33708988810719154,-0.0021084261193792374] [2] [-0.33952527697854934,-0.0024353888713578246]
[-0.33952527697854934,-0.0024353888713578246] [2] [-0.34227211326482065,-0.002746836286271302]
[-0.34227211326482065,-0.002746836286271302] [2] [-0.3453128135011293,-0.003040700236308669]
[-0.3453128135011293,-0.003040700236308669] [2] [-0.34862781068322657,-0.003314997182097293]
[-0.34862781068322657,-0.003314997182097293] [2] [-0.352195651936599,-0.0035678412533724307]
[-0.352195651936599,-0.0035678412533724307] [2] [-0.3559931097311958,-0.0037974577945968013]
[-0.3559931097311958,-0.0037974577945968013] [2] [-0.3599953069784747,-0.004002197247278906]
[-0.3599953069784747,-0.004002197247278906] [2] [-0.36417585617892345,-0.004180549200448763]
[-0.36417585617892345,-0.004180549200448763] [2] [-0.3685070125835017,-0.00433115640457824]
[-0.3685070125835017,-0.00433115640457824] [2] [-0.37295984109741875,-0.004452828513917063]
[-0.37295984109741875,-0.004452828513917063] [2] [-0.37750439639671857,-0.004544555299299816]
[-0.37750439639671857,-0.004544555299299816] [2] [-0.3821099154559397,-0.004605519059221153]
[-0.3821099154559397,-0.004605519059221153] [2] [-0.38674502140819705,-0.004635105952257353]
[-0.38674502140819705,-0.004635105952257353] [2] [-0.39137793738736343,-0.004632915979166355]
[-0.39137793738736343,-0.004632915979166355] [2] [-0.3959767087455286,-0.004598771358165184]
[-0.3959767087455286,-0.004598771358165184] [2] [-0.4005094318069217,-0.004532723061393106]
[-0.4005094318069217,-0.004532723061393106] [2] [-0.4049444871202825,-0.004435055313360789]
[-0.4049444871202825,-0.004435055313360789] [2] [-0.4092507750120496,-0.0043062878917670645]
[-0.4092507750120496,-0.0043062878917670645] [2] [-0.41339795112764993,-0.0041471761156003486]
[-0.41339795112764993,-0.0041471761156003486] [2] [-0.41735665958052354,-0.003958708452873623]
[-0.41735665958052354,-0.003958708452873623] [2] [-0.42109876130905133,-0.0037421017285278186]
[-0.42109876130905133,-0.0037421017285278186] [2] [-0.4245975552689491,-0.0034987939598977607]
[-0.4245975552689491,-0.0034987939598977607] [2] [-0.4278279901597381,-0.0032304348907889993]
[-0.4278279901597381,-0.0032304348907889993] [2] [-0.43076686449384766,-0.0029388743341095484]
[-0.43076686449384766,-0.0029388743341095484] [2] [-0.4333930129598527,-0.00262614846600509]
[-0.4333930129598527,-0.00262614846600509] [2] [-0.4356874772007585,-0.00229446424090578]
[-0.4356874772007585,-0.00229446424090578] [2] [-0.4376336593174093,-0.0019461821166507805]
[-0.4376336593174093,-0.0019461821166507805] [2] [-0.439217456609639,-0.0015837972922297626]
[-0.439217456609639,-0.0015837972922297626] [2] [-0.44042737627803596,-0.0012099196683969665]
[-0.44042737627803596,-0.0012099196683969665] [2] [-0.4412546290225545,-0.0008272527445185631]
[-0.4412546290225545,-0.0008272527445185631] [2] [-0.4416932006873086,-0.00043857166475408545]
[-0.4416932006873086,-0.00043857166475408545] [2] [-0.4417399013116735,-4.670062436489648e-05]
[-0.4417399013116735,-4.670062436489648e-05] [2] [-0.4413943911555187,0.0003455101561548043]
[-0.4413943911555187,0.0003455101561548043] [2] [-0.4406591834712811,0.0007352076842376438]
[-0.4406591834712811,0.0007352076842376438] [2] [-0.439539623998752,0.0011195594725290476]
[-0.439539623998752,0.0011195594725290476] [2] [-0.4380438473614238,0.001495776637328199]
[-0.4380438473614238,0.001495776637328199] [2] [-0.43618271074759546,0.001861136613828383]
[-0.43618271074759546,0.001861136613828383] [2] [-0.4339697054664046,0.0022130052811908116]
[-0.4339697054664046,0.0022130052811908116] [2] [-0.43142084717903606,0.0025488582873685445]
[-0.43142084717903606,0.0025488582873685445] [2] [-0.42855454581804386,0.0028663013609921935]
[-0.42855454581804386,0.0028663013609921935] [2] [-0.42539145642128134,0.003163089396762506]
[-0.42539145642128134,0.003163089396762506] [2] [-0.4219543123182998,0.003437144102981562]
[-0.4219543123182998,0.003437144102981562] [2] [-0.4182677423119307,0.0036865700063690807]
[-0.4182677423119307,0.0036865700063690807] [2] [-0.4143580736906729,0.0039096686212578054]
[-0.4143580736906729,0.0039096686212578054] [2] [-0.4102531230822176,0.004104950608455274]
[-0.4102531230822176,0.004104950608455274] [2] [-0.40598197730829755,0.004271145773920045]
[-0.40598197730829755,0.004271145773920045] [2] [-0.40157476651940927,0.0044072107888883]
[-0.40157476651940927,0.0044072107888883] [2] [-0.39706243196874313,0.0045123345506661045]
[-0.39706243196874313,0.0045123345506661045] [2] [-0.3924764908227922,0.004585941145950933]
[-0.3924764908227922,0.004585941145950933] [2] [-0.38784880039798947,0.004627690424802729]
[-0.38784880039798947,0.004627690424802729] [2] [-0.3832113241565511,0.00463747624143837]
[-0.3832113241565511,0.00463747624143837] [2] [-0.37859590169072216,0.004615422465828988]
[-0.37859590169072216,0.004615422465828988] [2] [-0.3740340247752258,0.004561876915496383]
[-0.3740340247752258,0.004561876915496383] [2] [-0.36955662137738404,0.004477403397841729]
[-0.36955662137738404,0.004477403397841729] [2] [-0.36519384928948684,0.004362772087897177]
[-0.36519384928948684,0.004362772087897177] [2] [-0.3609749007965022,0.004218948492984637]
[-0.3609749007965022,0.004218948492984637] [2] [-0.3569278195232757,0.0040470812732265144]
[-0.3569278195232757,0.0040470812732265144] [2] [-0.35307933032878525,0.0038484891944904347]
[-0.35307933032878525,0.0038484891944904347] [2] [-0.3494546828408027,0.0036246474879825003]
[-0.3494546828408027,0.0036246474879825003] [2] [-0.34607750896215156,0.0033771738786511495]
[-0.34607750896215156,0.0033771738786511495] [2] [-0.3429696944385449,0.0031078145236066697]
[-0.3429696944385449,0.0031078145236066697] [2] [-0.34015126436546955,0.0028184300730753568]
[-0.34015126436546955,0.0028184300730753568] [2] [-0.33764028233399235,0.002510982031477183]
[-0.33764028233399235,0.002510982031477183] [2] [-0.33545276277725067,0.002187519556741695]
[-0.543224810298736,0.0] [2] [-0.5420777000690218,0.0011471102297142207]
[-0.5420777000690218,0.0011471102297142207] [2] [-0.5397920688824862,0.002285631186535572]
[-0.5397920688824862,0.002285631186535572] [2] [-0.5363850357609935,0.003407033121492708]
[-0.5363850357609935,0.003407033121492708] [2] [-0.5318821292036162,0.0045029065573772824]
[-0.5318821292036162,0.0045029065573772824] [2] [-0.5263171038879795,0.005565025315636752]
[-0.5263171038879795,0.005565025315636752] [2] [-0.5197316913361433,0.006585412551836231]
[-0.5197316913361433,0.006585412551836231] [2] [-0.5121752812656936,0.007556410070449761]
[-0.5121752812656936,0.007556410070449761] [2] [-0.503704530633091,0.00847075063260261]
[-0.503704530633091,0.00847075063260261] [2] [-0.4943828982736593,0.009321632359431701]
[-0.4943828982736593,0.009321632359431701] [2] [-0.4842801045525193,0.010102793721139987]
[-0.4842801045525193,0.010102793721139987] [2] [-0.4734715175084329,0.010808587044086363]
[-0.4734715175084329,0.010808587044086363] [2] [-0.4620374694866718,0.01143404802176115]
[-0.4620374694866718,0.01143404802176115] [2] [-0.4500625110554546,0.011974958431217202]
[-0.4500625110554546,0.011974958431217202] [2] [-0.43763461188111796,0.01242789917433661]
[-0.43763461188111796,0.01242789917433661] [2] [-0.4248443209743974,0.01279029090672059]
[-0.4248443209743974,0.01279029090672059] [2] [-0.41178390108527146,0.013060419889125933]
[-0.41178390108527146,0.013060419889125933] [2] [-0.39854645380718823,0.013237447278083235]
[-0.39854645380718823,0.013237447278083235] [2] [-0.38522505298422893,0.013321400822959299]
[-0.38522505298422893,0.013321400822959299] [2] [-0.3719119041865085,0.013313148797720461]
[-0.3719119041865085,0.013313148797720461] [2] [-0.35869754728979775,0.013214356896710723]
[-0.35869754728979775,0.013214356896710723] [2] [-0.3456701175991531,0.013027429690644613]
[-0.3456701175991531,0.013027429690644613] [2] [-0.3329146785972166,0.012755439001936554]
[-0.3329146785972166,0.012755439001936554] [2] [-0.3205126364374819,0.012402042159734696]
[-0.3205126364374819,0.012402042159734696] [2] [-0.30854124294272955,0.011971393494752368]
[-0.30854124294272955,0.011971393494752368] [2] [-0.29707319032936086,0.01146805261336872]
[-0.29707319032936086,0.01146805261336872] [2] [-0.28617629737741884,0.010896892951942017]
[-0.28617629737741884,0.010896892951942017] [2] [-0.2759132835003014,0.010263013877117417]
[-0.2759132835003014,0.010263013877117417] [2] [-0.2663416242985467,0.009571659201754717]
[-0.2663416242985467,0.009571659201754717] [2] [-0.25751347982520273,0.008828144473343983]
[-0.25751347982520273,0.008828144473343983] [2] [-0.2494756850154492,0.008037794809753519]
[-0.2494756850154492,0.008037794809753519] [2] [-0.2422697905645045,0.007205894450944676]
[-0.2422697905645045,0.007205894450944676] [2] [-0.23593214196079448,0.006337648603710025]
[-0.23593214196079448,0.006337648603710025] [2] [-0.23049398435121446,0.005438157609580019]
[-0.23049398435121446,0.005438157609580019] [2] [-0.2259815813671899,0.004512402984024555]
